,times,train_loss,train_acc,test_loss,test_acc
model_softmax_4,"[21.618116457015276, 21.571099238470197, 21.560445366427302, 21.544939605519176, 21.55287758819759, 21.54649908747524, 21.558001577854156, 21.560168952681124, 21.581612026318908, 21.60395150911063, 21.551174039952457, 21.628802120685577, 21.63886548485607, 21.648258335888386, 21.598209405317903, 21.636743144132197, 21.58517630212009, 21.590243474580348, 21.608304363675416, 21.600129790604115, 21.55214846972376, 21.57301940675825, 21.580857723020017, 21.501611756160855, 21.531413111835718, 21.509666590951383, 21.511600034311414, 21.50697022676468, 21.50269735697657, 21.52250117622316, 21.518358265049756, 21.545559711754322, 21.53048970270902, 21.542130040936172, 21.563029795885086, 21.535435668192804, 21.52543628960848, 21.549566342495382, 21.539201400242746, 21.563082304783165, 21.551237173378468, 21.546753552742302, 21.548642911948264, 21.514388508163393, 21.505250536836684, 21.553460447117686, 21.44889867026359, 21.452411299571395, 21.42893527261913, 21.43786432594061, 21.466739173047245, 21.460593190044165, 21.479279407300055, 21.462730633094907, 21.4474641950801, 21.458044440485537, 21.435952897183597, 21.465340092778206, 21.47392633650452, 21.458380769006908, 21.460895006544888, 21.474628699943423, 21.46304354071617, 21.512602359056473, 21.610869511030614, 21.593382810242474, 21.586764582432806, 21.591372268274426, 21.51335950102657, 21.47100142110139, 21.48624860495329, 21.456112917512655, 21.456088642589748, 21.48135385196656, 21.54592999164015, 21.515224956907332, 21.513240355998278, 21.52301191072911, 21.53511294722557, 21.514223943464458, 21.49805814679712, 21.354227521456778, 21.357545794919133, 21.33265208825469, 21.370176604948938, 21.362178675830364, 21.37967272195965, 21.658675042912364, 21.668018399737775, 21.656818543560803, 21.660095976665616, 21.67026949953288, 21.65880036354065, 21.64278108533472, 21.58606409933418, 21.54813266173005, 21.569648198783398, 21.67535848915577, 21.678127472288907, 21.674365867860615]","[4.335705422989243, 4.106661526443403, 3.9585308565203188, 3.8553651830424434, 3.7615927387686336, 3.6695906835443832, 3.6097300650213686, 3.5439175943584393, 3.4775859346170255, 3.4054605326689114, 3.343729775275111, 3.2743665903730466, 3.215422310792577, 3.1631653040571286, 3.120134329247048, 3.0780075834230387, 3.02748130654435, 2.9886817785785023, 2.9436468309758568, 2.89925169334997, 2.8535862664127594, 2.8079978846528038, 2.767501164580245, 2.724447945499664, 2.6867087033703503, 2.656666102006917, 2.6256445173717218, 2.5859124630003634, 2.560463658379167, 2.5191437527346796, 2.4987179732993434, 2.466912375996485, 2.449685569919284, 2.415554319806111, 2.384911336862218, 2.358563134432449, 2.3405631247078977, 2.3092946945248967, 2.2837711438498536, 2.260970566278833, 2.2506865616649616, 2.2201656179354927, 2.190711455881748, 2.1602309021498542, 2.1395955472955923, 2.1167936236657146, 2.077577170508597, 2.0604775049497404, 2.0496358465965447, 2.0166214131333335, 1.9967638571244066, 1.9894385932351621, 1.9545480086065619, 1.9255375148695144, 1.9206511968237054, 1.8916756396403398, 1.8769643206120756, 1.857614728800781, 1.8222562455765121, 1.8063367919238937, 1.7939245743519814, 1.7751093368091242, 1.74917546806433, 1.7370471899466746, 1.73004174537366, 1.7063619230714295, 1.6848791846838753, 1.6588909162584777, 1.6479756380895825, 1.6206222690279832, 1.619412178578584, 1.5985399048651576, 1.569675479703547, 1.5658844026458232, 1.5468208259328857, 1.532013112626722, 1.5247935187786132, 1.4991863081827188, 1.4673036919225513, 1.4513032576617073, 1.4481945458580465, 1.4319991470907656, 1.413214214622517, 1.4074793179016893, 1.3947854510048772, 1.3664645040431596, 1.3634527193006043, 1.3353147880195657, 1.3321775015052932, 1.3305351956726035, 1.3139193320213376, 1.2935061288611662, 1.2797912321127285, 1.2869957654982271, 1.2725357910251374, 1.2646470566844696, 1.252331843156644, 1.2283308620343123, 1.2232824890205012, 1.2071847449178281]","[0.046199648337595906, 0.0731218030690537, 0.09276294757033249, 0.10993446291560102, 0.12576726342710998, 0.14109654731457802, 0.14982416879795396, 0.16453005115089514, 0.1750799232736573, 0.1860653772378517, 0.19878916240409208, 0.21046195652173916, 0.22157928388746803, 0.22937579923273657, 0.23751998081841433, 0.2462356138107417, 0.25361652813299235, 0.2623001918158568, 0.2701526534526854, 0.2806465792838875, 0.2876598465473146, 0.29458120204603583, 0.30330882352941174, 0.3143062659846547, 0.3235613810741688, 0.3270420396419437, 0.33443094629156006, 0.34163203324808183, 0.34715872762148337, 0.3540161445012788, 0.36051790281329926, 0.36612452046035804, 0.3695652173913043, 0.3754675511508952, 0.38223305626598464, 0.3888467071611253, 0.3910765664961637, 0.4003876278772378, 0.4070492327365729, 0.41207640664961637, 0.4116248401534527, 0.4183743606138107, 0.42868446291560103, 0.4317095588235294, 0.4346227621483376, 0.44000559462915606, 0.451003037084399, 0.4537284207161125, 0.4571411445012788, 0.4632273017902813, 0.4701926150895141, 0.47170316496163683, 0.4781609654731458, 0.4880994245524297, 0.4893302429667519, 0.4952765345268542, 0.497374520460358, 0.4989889705882353, 0.5091751918158568, 0.515509111253197, 0.5173992966751918, 0.521583280051151, 0.5312460038363171, 0.5338435102301791, 0.531485773657289, 0.5403132992327365, 0.5445492327365729, 0.5528212915601023, 0.5541719948849105, 0.5575847186700768, 0.5597266624040921, 0.5648897058823529, 0.5730418797953963, 0.5767183503836317, 0.5807824488491049, 0.582752557544757, 0.5877437659846547, 0.5931026214833759, 0.5997162723785165, 0.6053148976982097, 0.6066216432225064, 0.6109375, 0.614446131713555, 0.6163962595907929, 0.6187420076726342, 0.6261908567774935, 0.629451726342711, 0.6366408248081841, 0.6375759271099745, 0.6383511828644501, 0.6421994884910486, 0.6483056265984655, 0.6524736253196931, 0.6493166560102301, 0.6527453644501279, 0.6555107097186701, 0.6564258312020461, 0.663147378516624, 0.6669836956521739, 0.6701486572890025]","[4.030075909216193, 3.7895137931727154, 3.640018780020219, 3.545245695717727, 3.448204583759549, 3.363644267939314, 3.2481914140001127, 3.181338283080089, 3.1882318122477473, 3.0359654668011244, 2.9606015833118295, 2.9705904586405696, 2.813808223869227, 2.7850953808313683, 2.763113658639449, 2.711682102348231, 2.677720260016526, 2.5930151094364216, 2.5305707545220097, 2.505399547045744, 2.4678789452661443, 2.4634573731241347, 2.404875667789314, 2.3685558460935763, 2.3559382203259047, 2.3300156216078167, 2.3494183021255686, 2.2618094607244563, 2.247939010209675, 2.2402299974538105, 2.2600640963904466, 2.2268104553222656, 2.190660488756397, 2.189253902133507, 2.1669067808344393, 2.108030178878881, 2.1176616089253484, 2.1004048691520207, 2.0934389241134066, 2.071391446680962, 2.0827223092694824, 2.0867772871934913, 2.042287390443343, 2.0284007516088365, 2.024039428445357, 2.0293846085101745, 1.9868727892260007, 2.0264317687553697, 1.9757196450535255, 1.9892075650299652, 1.9705589330649074, 1.941494943220404, 1.9560730200779588, 1.9693626542634601, 1.9407865382448029, 1.9315047098111502, 1.9212308956097952, 1.9118135729922523, 1.9583360484883756, 1.9228036479104924, 1.9115039819403539, 1.9144417138039311, 1.9205106104476541, 1.9366304949869084, 1.895588349692429, 1.9242794513702393, 1.9244304352168795, 1.9042519300798826, 1.955340236048155, 1.9066317790671239, 1.92636547511137, 1.9330905087386505, 1.9285537728780433, 1.901241405100762, 1.9225123517120941, 1.9137665999086597, 1.9224212999585308, 1.9176049654996847, 1.9192636480814294, 1.9097602714466144, 1.9274583904049065, 1.9527045397818843, 1.9661985892283766, 1.928397856181181, 1.9528629432750653, 1.9593996579134012, 1.9382795065264158, 1.977515104450757, 1.9447291274613971, 1.9677409808846968, 1.9557720060589947, 1.96709062781515, 1.9852100233488446, 2.0137648144854774, 1.9510994908175892, 1.9405520264106462, 1.979554295539856, 2.005449595330637, 2.002099355564842, 1.9473991635479504]","[0.07041139240506329, 0.1115506329113924, 0.1415150316455696, 0.15476661392405064, 0.17385284810126583, 0.1829509493670886, 0.2053995253164557, 0.2175632911392405, 0.221123417721519, 0.24812104430379747, 0.2674050632911392, 0.262559335443038, 0.2913370253164557, 0.3017207278481013, 0.30399525316455694, 0.31418117088607594, 0.31843354430379744, 0.33247626582278483, 0.3509691455696203, 0.3497824367088608, 0.3614517405063291, 0.3638251582278481, 0.3791534810126582, 0.38479034810126583, 0.39131724683544306, 0.392998417721519, 0.38924050632911394, 0.41218354430379744, 0.4122824367088608, 0.4118868670886076, 0.41010680379746833, 0.4182159810126582, 0.42563291139240506, 0.4236550632911392, 0.4339398734177215, 0.4431368670886076, 0.43611550632911394, 0.44511471518987344, 0.447685917721519, 0.45292721518987344, 0.44926819620253167, 0.4537183544303797, 0.45826740506329117, 0.4693433544303797, 0.4697389240506329, 0.46489319620253167, 0.47161787974683544, 0.46894778481012656, 0.47517800632911394, 0.47814477848101267, 0.4786392405063291, 0.4873417721518987, 0.48625395569620256, 0.4831882911392405, 0.48833069620253167, 0.4868473101265823, 0.49723101265822783, 0.495253164556962, 0.48902294303797467, 0.4970332278481013, 0.4982199367088608, 0.4975276898734177, 0.49831882911392406, 0.5018789556962026, 0.5088014240506329, 0.5078125, 0.5015822784810127, 0.5152294303797469, 0.5043512658227848, 0.5124604430379747, 0.5063291139240507, 0.5114715189873418, 0.5089003164556962, 0.5181962025316456, 0.5148338607594937, 0.5159216772151899, 0.5112737341772152, 0.5168117088607594, 0.5208662974683544, 0.5197784810126582, 0.5192840189873418, 0.5211629746835443, 0.5188884493670886, 0.5221518987341772, 0.5185917721518988, 0.5212618670886076, 0.5256131329113924, 0.5178006329113924, 0.5296677215189873, 0.5191851265822784, 0.5257120253164557, 0.528184335443038, 0.5196795886075949, 0.5215585443037974, 0.5294699367088608, 0.529568829113924, 0.5255142405063291, 0.5199762658227848, 0.5242286392405063, 0.5358979430379747]"
model_softmax_8,"[21.571148658171296, 21.541313912719488, 21.551778376102448, 21.577837250195444, 21.57380906213075, 21.556739510037005, 21.640820923261344, 21.690005091950297, 21.680536715313792, 21.688868397846818, 21.677658299915493, 21.67462656274438, 21.637960840016603, 21.5247552273795, 21.583741747774184, 21.660939377732575, 21.677621088922024, 21.68049198295921, 21.664130459539592, 21.65705726016313, 21.64718679059297, 21.67042681016028, 21.64923576824367, 21.671152180060744, 21.670495389029384, 21.67543212790042, 21.58040685672313, 21.560823544859886, 21.54197895899415, 21.55683311074972, 21.55758022610098, 21.538870208896697, 21.554517383687198, 21.56706321053207, 21.516036267392337, 21.538892161101103, 21.636043985374272, 21.652551716193557, 21.660100853070617, 21.642916339449584, 21.65926904324442, 21.69064444396645, 21.679542483761907, 21.689126797951758, 21.677991605363786, 21.6751073487103, 21.60905736964196, 21.570270129479468, 21.562968876212835, 21.636557957157493, 21.683242307044566, 21.66929022129625, 21.644767337478697, 21.571635890752077, 21.552436695434153, 21.53871374577284, 21.550420618616045, 21.546650086529553, 21.56495057977736, 21.53805589210242, 21.52956103347242, 21.547925119288266, 21.541182910092175, 21.525122936815023, 21.535998635925353, 21.54842691961676, 21.575525385327637, 21.580920898355544, 21.584033108316362, 21.55901567172259, 21.587867981754243, 21.55485935881734, 21.558208313770592, 21.554293169640005, 21.5431047687307, 21.561607101932168, 21.562144965864718, 21.567065896466374, 21.71443262975663, 21.721061727032065, 21.74642963986844, 21.77105000242591, 21.743572789244354, 21.758837250061333, 21.755010902881622, 21.734977857209742, 21.73049076460302, 21.72519317548722, 21.748918881639838, 21.753162428736687, 21.736028004437685, 21.757305153645575, 21.751912803389132, 21.754534748382866, 21.739759555086493, 21.676874278113246, 21.622389347292483, 21.61906257737428, 21.672318259254098, 21.570675934664905]","[4.3455711569627535, 4.124592229838261, 3.9767869829826648, 3.8617283102801387, 3.7702444124099848, 3.680465387261432, 3.6039830601733662, 3.5330213951637677, 3.4767304661938603, 3.406456186338459, 3.341969273584273, 3.278121284816576, 3.2140820880070367, 3.1675800173483846, 3.12525152550329, 3.086646778199374, 3.029302360456618, 2.985512676141451, 2.934577181516096, 2.8874504133258636, 2.847133655377361, 2.7917598842659874, 2.759953542133731, 2.716051925478689, 2.669841795626199, 2.6463074104865187, 2.60825126677218, 2.5819854541202947, 2.5419860739842095, 2.5111034526239577, 2.483322980763662, 2.4623719548325402, 2.434833122336346, 2.4105282332891087, 2.388302848162249, 2.3699792086925653, 2.338857435509372, 2.3145124686648475, 2.2802351014998257, 2.2707172339529635, 2.2359747404942425, 2.226714089398494, 2.1991960846859477, 2.190170375282502, 2.1584659064822183, 2.128984446415816, 2.1138570766009943, 2.094549392800197, 2.069383739815344, 2.05477663562121, 2.0190471182089023, 1.9983436366176361, 1.9830123777584652, 1.955567276691232, 1.9510542145165641, 1.9110681132587326, 1.8993947094358752, 1.8698216713298008, 1.8512132201353302, 1.8424204362322911, 1.8125325551118388, 1.8111063040735778, 1.777594012372634, 1.766941153484842, 1.7577904761599763, 1.717338980616206, 1.7009821374093175, 1.6735408668932708, 1.6629044533995412, 1.6424691966732445, 1.629045994385429, 1.6042035107722368, 1.587440352915498, 1.5693189472798497, 1.5474781526628967, 1.5279896183087087, 1.523304001144741, 1.5110624699336488, 1.4951842383045675, 1.4805903907322213, 1.475940667759732, 1.4608247581955112, 1.428672931993099, 1.4213078839089863, 1.417107426754349, 1.394377347758359, 1.3691963379645287, 1.377855415996688, 1.3577356914730023, 1.3567958586965985, 1.3288502729762242, 1.315616140432675, 1.322828050617062, 1.2892073232804417, 1.2862005003577912, 1.2696949653613292, 1.2512152914500907, 1.2406769605243908, 1.2370344641263529, 1.2260621365378885]","[0.04630754475703325, 0.07022858056265985, 0.09324248721227622, 0.10901934143222507, 0.12303788363171356, 0.14035725703324808, 0.15103900255754477, 0.16099744245524297, 0.17578324808184145, 0.18638906649616369, 0.19709478900255756, 0.21023417519181584, 0.22059223145780052, 0.22859654731457799, 0.23726822250639384, 0.24405770460358056, 0.25491927749360616, 0.2641184462915601, 0.2719389386189258, 0.28168957800511507, 0.2899576406649616, 0.29887308184143224, 0.30437579923273655, 0.3132872442455243, 0.32205083120204603, 0.3284327046035806, 0.33828324808184146, 0.3388067455242966, 0.3520300511508952, 0.3574208759590793, 0.3612531969309463, 0.3679068094629156, 0.37210278132992325, 0.37756154092071614, 0.380570652173913, 0.3876958120204604, 0.39073689258312017, 0.39893702046035806, 0.4052709398976982, 0.40900735294117646, 0.4144341432225064, 0.41800671355498725, 0.42317375319693096, 0.427477621483376, 0.4311261189258312, 0.4397578324808184, 0.4442575127877238, 0.445372442455243, 0.45230978260869564, 0.45441975703324805, 0.4588834718670077, 0.4703484654731458, 0.47277014066496165, 0.4780051150895141, 0.4786085358056266, 0.48978180946291555, 0.49223145780051153, 0.49769421355498716, 0.5035406010230179, 0.5059223145780052, 0.5144940856777493, 0.5134710677749361, 0.5235933503836318, 0.5253556585677749, 0.5255994245524297, 0.5371723145780052, 0.53985773657289, 0.5465553069053708, 0.5481657608695651, 0.5556186061381074, 0.558108216112532, 0.5653412723785166, 0.5688539002557544, 0.5739729859335039, 0.5803628516624041, 0.5851182864450127, 0.5860134271099744, 0.5909646739130434, 0.5931146099744246, 0.5981897378516624, 0.6012188299232737, 0.6039961636828645, 0.6119725063938619, 0.6129036125319692, 0.6160565856777493, 0.620756074168798, 0.6265465153452686, 0.6250279731457801, 0.6308503836317135, 0.6291600063938619, 0.6384111253196931, 0.6418158567774935, 0.6416600063938619, 0.6474184782608695, 0.6495284526854219, 0.6542679028132993, 0.660406010230179, 0.6616767902813299, 0.6599624360613812, 0.6619924872122762]","[4.061675400673589, 3.8644705935369563, 3.6955039199394517, 3.5401947679398935, 3.446908066544352, 3.3621447961541673, 3.250246186799641, 3.1679728242415415, 3.113414963589439, 3.014714962319483, 2.9647536187232295, 2.901027522509611, 2.8168838205216806, 2.7686886334721046, 2.734055697163449, 2.685941949675355, 2.6950935653493375, 2.5906590298761296, 2.5472803206383428, 2.563297407536567, 2.4678845994080167, 2.4453733902943284, 2.3652660665632803, 2.353262602528439, 2.3378759622573853, 2.2993743148031114, 2.2844676971435547, 2.2960089022600196, 2.2646070024635216, 2.218270597578604, 2.182084420059301, 2.1830528823635245, 2.1784496382821965, 2.1800259336640564, 2.149495127834851, 2.1443235300764254, 2.1129504608202585, 2.120587775978861, 2.128661217568796, 2.12289345113537, 2.0870219951943505, 2.0705870963350126, 2.048230537885352, 2.0510398224939275, 2.009667600257487, 2.0853586061091365, 2.0075287004060383, 2.006505228296111, 2.030263417883764, 1.9777835743336738, 1.9804966163031663, 2.0004708450051805, 1.9801706981055345, 1.9753867025616803, 1.986573598052882, 1.9682128640669811, 1.9303296517722215, 1.9951265416567838, 1.924962027163445, 1.9689829953109161, 1.9737077513827552, 1.933319923243945, 1.9191049714631672, 1.919642608376998, 1.9051152648805063, 1.9183436783054206, 1.9126893991156468, 1.9050981228864645, 1.9177315310586858, 1.8859970222545575, 1.9085734313047384, 1.9321054823790924, 1.9071743593940251, 1.903228539454786, 1.911864606640007, 1.933671365810346, 1.9002470260933986, 1.9600118640102917, 1.8805388815795319, 1.9447243787065338, 1.922552473937409, 1.9212933974930002, 1.9397449810293657, 1.9138098940064636, 1.9437172141256212, 1.926708983469613, 1.912206154835375, 1.9380091096781478, 1.9515853561932528, 1.9130093070525158, 1.9258815849883646, 1.9734656539144395, 1.946119534818432, 1.954698167269743, 1.999120446700084, 1.939304665674137, 1.9425362167479117, 1.9457286294502547, 1.9614891809753225, 1.9593700336504587]","[0.0759493670886076, 0.10363924050632911, 0.12875791139240506, 0.16099683544303797, 0.16989715189873417, 0.1866099683544304, 0.2088607594936709, 0.21954113924050633, 0.23496835443037975, 0.2545490506329114, 0.25939477848101267, 0.2800632911392405, 0.2900514240506329, 0.3026107594936709, 0.3055775316455696, 0.323378164556962, 0.3139833860759494, 0.3338607594936709, 0.34562895569620256, 0.3425632911392405, 0.3661985759493671, 0.36402294303797467, 0.38548259493670883, 0.3857792721518987, 0.39102056962025317, 0.3987341772151899, 0.4039754746835443, 0.3950751582278481, 0.40367879746835444, 0.41752373417721517, 0.42167721518987344, 0.42592958860759494, 0.4284018987341772, 0.4296875, 0.43581882911392406, 0.44214794303797467, 0.44096123417721517, 0.4450158227848101, 0.44017009493670883, 0.44244462025316456, 0.45292721518987344, 0.4549050632911392, 0.4541139240506329, 0.4609375, 0.47151898734177217, 0.45935522151898733, 0.47132120253164556, 0.47142009493670883, 0.4702333860759494, 0.4783425632911392, 0.47943037974683544, 0.47310126582278483, 0.47587025316455694, 0.4807159810126582, 0.4807159810126582, 0.4821004746835443, 0.494560917721519, 0.4801226265822785, 0.49139636075949367, 0.48486946202531644, 0.49406645569620256, 0.49742879746835444, 0.5026700949367089, 0.5012856012658228, 0.5066257911392406, 0.5003955696202531, 0.5045490506329114, 0.5076147151898734, 0.5057357594936709, 0.5181962025316456, 0.5095925632911392, 0.509493670886076, 0.5150316455696202, 0.5117681962025317, 0.513251582278481, 0.5080102848101266, 0.5168117088607594, 0.5100870253164557, 0.5247231012658228, 0.5104825949367089, 0.5193829113924051, 0.5192840189873418, 0.5170094936708861, 0.525810917721519, 0.5169106012658228, 0.5195806962025317, 0.5274920886075949, 0.5183939873417721, 0.5214596518987342, 0.5328322784810127, 0.5267009493670886, 0.5196795886075949, 0.5278876582278481, 0.5272943037974683, 0.5174050632911392, 0.525118670886076, 0.532931170886076, 0.5317444620253164, 0.532931170886076, 0.5323378164556962]"
