,times,train_loss,train_acc,test_loss,test_acc
model_relu_4,"[50.30599931254983, 50.207600506953895, 50.303745155222714, 50.36504467949271, 50.36279008816928, 50.28392061870545, 50.28730850759894, 50.32060573808849, 50.30025991331786, 50.338952344842255, 50.2949028480798, 50.25395845621824, 50.30458917003125, 50.301444951444864, 50.242593799717724, 50.27050967887044, 50.3107770467177, 50.407008327543736, 50.309008184820414, 50.329695106483996, 50.41524813976139, 50.420691234990954, 50.37198889441788, 50.36701623816043, 50.30231431405991, 50.260704612359405, 50.27207670826465, 50.32869646139443, 50.32407071720809, 50.35252276528627, 50.392796248197556, 50.32275995519012, 50.33002894371748, 50.42052002437413, 50.406924094073474, 50.34752351604402, 50.24381880182773, 50.16570457816124, 50.15923607069999, 50.38034861162305, 50.36801372189075, 50.35564184747636, 50.40062196273357, 50.3228808818385, 50.26786645594984, 50.30695396754891, 50.23704009503126, 50.25176811404526, 50.25609692838043, 50.236833582632244, 50.20182969048619, 50.346965758129954, 50.407254410907626, 50.38146403897554, 50.386428002268076, 50.353580648079515, 50.255440751090646, 50.26225573569536, 50.20725245401263, 50.260668240487576, 50.295613603666425, 50.27642906829715, 50.28324142191559, 50.27315985318273, 50.296309573575854, 50.2576640387997, 50.29267276916653, 50.22712791990489, 50.18173220381141, 50.168296999298036, 50.162460594438016, 50.15080512315035, 50.12788895331323, 50.128304722718894, 50.145700545050204, 50.12089223694056, 50.12998607195914, 50.12197512201965, 50.15304700471461, 50.158182443119586, 50.180544424802065, 50.16375343129039, 50.17169430479407, 50.16305996757001, 50.16228164732456, 50.13638263940811, 50.149757015518844, 50.15365518536419, 50.15243570972234, 50.141302298754454, 50.15360580198467, 50.16040894575417, 50.13239743746817, 50.14358225557953, 50.122050223872066, 50.124435235746205, 50.11779102869332, 50.14025815669447, 50.12684404384345, 50.15982937440276]","[4.18939340267035, 3.796259934944875, 3.589552079930025, 3.4339286744442132, 3.359615797276997, 3.2522990941391576, 3.157908125606644, 3.0762435292343957, 3.018569282863451, 2.9546014634544586, 2.8965259244679795, 2.9264432487585355, 2.787249608417911, 2.750957443890974, 2.707664608040734, 2.6315417295831547, 2.654250858994701, 2.5897968992247913, 2.519567978046739, 2.4639984902823366, 2.416105074650796, 2.3802067077983065, 2.3219363689422607, 2.298511974342034, 2.243492951478495, 2.225930817901631, 2.168731419326704, 2.182525674400427, 2.11481861568168, 2.061119729905482, 2.0368760607736496, 1.9779542401013777, 1.9457593677598801, 1.881705961264003, 1.8645236367154914, 1.86262321868516, 1.7888196398839926, 1.7620664755706592, 1.7216161510828512, 1.728631175997312, 1.690797470109847, 1.6474053036526342, 1.6163144187854075, 1.5720161013591014, 1.5457114456864574, 1.532026350650641, 1.498870102950679, 1.469480563002779, 1.4480698889173815, 1.4603783264184547, 1.4153445956042356, 1.4032745093031003, 1.326491380134202, 1.3020161524453127, 1.272655792400965, 1.2487917582092383, 1.2378012443442479, 1.21571246391672, 1.1890521785792183, 1.1703777006824914, 1.1634614652075121, 1.1162104954195144, 1.095655266281284, 1.0761722245484666, 1.0971988463950584, 1.0751359665485294, 1.0289637423537272, 1.0364395982164252, 1.0073142882503208, 0.9903704708494494, 1.0124871021951252, 0.9573742289982183, 0.9245228930507474, 0.9252265589621366, 0.919238771471526, 0.9150913033034186, 0.8996710830637257, 0.8728466939438334, 0.8700473656129959, 0.8593310642120479, 0.8400991453843958, 0.8435572486399384, 0.8191587242781354, 0.8183647274513683, 0.8248652289133243, 0.8903151381656033, 0.8408439592327304, 0.7795248830409915, 0.772049563162772, 0.7760934766448672, 0.7715953659371036, 0.7490563000864385, 0.7459296514006222, 0.7634486230590459, 0.8003879915875243, 0.744254420785343, 0.7402038173297482, 0.7091154925658575, 0.7059085592436973, 0.7248912976525933]","[0.0671435421994885, 0.12290201406649616, 0.16069773017902814, 0.18694053708439898, 0.20041160485933504, 0.2193933823529412, 0.23784367007672635, 0.2531170076726343, 0.26544117647058824, 0.27789322250639387, 0.2874040920716113, 0.28295236572890026, 0.30923913043478257, 0.31717151534526855, 0.3254835358056266, 0.3410406010230179, 0.33762787723785165, 0.35166640025575446, 0.36306745524296674, 0.3776214833759591, 0.38578564578005115, 0.3965433184143223, 0.4068334398976982, 0.4103140984654732, 0.42383312020460356, 0.42528372762148337, 0.43840712915601027, 0.43638107416879796, 0.4528172953964194, 0.4633791560102302, 0.46647618286445014, 0.481721547314578, 0.4900975063938619, 0.5069293478260869, 0.5087396099744246, 0.5075247762148337, 0.527921195652174, 0.5337795716112532, 0.5409486892583121, 0.5420796035805626, 0.5497562340153452, 0.5627397698209718, 0.5686580882352942, 0.5781489769820972, 0.5860374040920716, 0.5900415601023018, 0.5973705242966753, 0.6037683823529412, 0.6109255115089514, 0.6080922314578004, 0.6199848145780051, 0.6214474104859335, 0.6434622762148338, 0.6507512787723785, 0.6574248721227622, 0.6627997122762149, 0.6663443094629156, 0.6747442455242967, 0.679128037084399, 0.6849544437340153, 0.6871123721227621, 0.7019621163682865, 0.7066775895140666, 0.7122242647058824, 0.7056186061381075, 0.7129675511508952, 0.7230458759590793, 0.7220708120204603, 0.7313858695652175, 0.7354579603580562, 0.7278732416879795, 0.7443214514066496, 0.7546235613810742, 0.7536684782608696, 0.7538363171355499, 0.7549512468030691, 0.7590672953964195, 0.7668877877237851, 0.7666040601023018, 0.7714434143222506, 0.775439578005115, 0.7750959079283888, 0.7812699808184144, 0.78284047314578, 0.781725543478261, 0.7624640345268543, 0.7756234015345269, 0.7937340153452686, 0.7965553069053708, 0.7938339194373402, 0.7978940217391305, 0.801914162404092, 0.8021099744245525, 0.7975343670076727, 0.7854100063938618, 0.8027573529411764, 0.8042639066496164, 0.811792679028133, 0.8119485294117648, 0.8074088874680306]","[3.670131933840015, 3.376454688325713, 3.1532371949545945, 3.02744068978708, 2.9356379569331303, 2.8890303992017916, 2.7615891227239295, 2.686586289466182, 2.649688433997239, 2.546157713177838, 2.494494119776955, 2.4792575474026837, 2.4038556889642644, 2.486678633508803, 2.3307998482185073, 2.2920613515226145, 2.336010619054867, 2.2596244102791894, 2.1980444947375526, 2.2449700711648677, 2.1631689569618127, 2.1500573309161997, 2.112444044668463, 2.076796423030805, 2.0531766158116014, 2.067067010493218, 2.0508518113365657, 2.029261866702309, 2.02608078190043, 2.0062917938715294, 1.9493365785743617, 1.9704285422457923, 1.9530699962302098, 1.921541097797925, 1.933817277980756, 1.9039963559259343, 1.8887357545804373, 1.887045923667618, 1.8651885729801805, 1.8624948429155954, 1.879363645481158, 1.8908918733838238, 1.8991689500929434, 1.8827633887906619, 1.8550052989887287, 1.8458637421644186, 1.8562261605564552, 1.8746503108664403, 1.8622137474108347, 1.8630430321150189, 1.8794887412952472, 1.8549596976630296, 1.865557788293573, 1.862626698952687, 1.8149685029742084, 1.8391630725015569, 1.8711012496223933, 1.8283091723164426, 1.874081180065493, 1.8634834289550781, 1.8533751798581473, 1.8730394991138313, 1.900807849968536, 1.8544317242465442, 1.88571607915661, 1.8300279363801208, 1.8641939698895322, 1.8760563225685796, 1.8524408536621286, 1.9626912301099753, 1.8829422789283945, 1.9095939171465137, 1.9233842137493664, 1.9339626212663288, 1.9240675651574437, 1.8931958720653872, 1.8882515181469013, 1.9031139129324803, 1.8736932488936413, 1.9068617156789274, 1.9100120625918424, 1.9287437140187131, 1.945423575896251, 1.8979532447042344, 1.8948696625383594, 1.9478577013257183, 1.8870015778119051, 1.9081031038791318, 1.9259635451473767, 1.9167629193656053, 1.9353912782065477, 1.9671976173980326, 1.9224454194684573, 1.949201300174375, 1.9041630753987953, 1.9320102552824383, 1.8821736106389686, 1.9187203419359424, 1.9339699669729304, 1.8977327724046344]","[0.13637262658227847, 0.18740110759493672, 0.2334849683544304, 0.25593354430379744, 0.27749208860759494, 0.28560126582278483, 0.30666534810126583, 0.3232792721518987, 0.3380142405063291, 0.35423259493670883, 0.3635284810126582, 0.3660996835443038, 0.3861748417721519, 0.3659018987341772, 0.39863528481012656, 0.4119857594936709, 0.3974485759493671, 0.41030458860759494, 0.4306764240506329, 0.42019382911392406, 0.44392800632911394, 0.44096123417721517, 0.4518393987341772, 0.46291534810126583, 0.4639042721518987, 0.4642009493670886, 0.46706882911392406, 0.4712223101265823, 0.47676028481012656, 0.48299050632911394, 0.496934335443038, 0.4901107594936709, 0.495253164556962, 0.5003955696202531, 0.49802215189873417, 0.5055379746835443, 0.5090981012658228, 0.5116693037974683, 0.5146360759493671, 0.5187895569620253, 0.5170094936708861, 0.5164161392405063, 0.515625, 0.5172072784810127, 0.5284810126582279, 0.5240308544303798, 0.5261075949367089, 0.5237341772151899, 0.5324367088607594, 0.5267009493670886, 0.5340189873417721, 0.5333267405063291, 0.5354034810126582, 0.5289754746835443, 0.5437104430379747, 0.5430181962025317, 0.5388647151898734, 0.5418314873417721, 0.5419303797468354, 0.541435917721519, 0.5426226265822784, 0.5399525316455697, 0.5353045886075949, 0.5473694620253164, 0.5446004746835443, 0.5510284810126582, 0.5514240506329114, 0.5513251582278481, 0.5529074367088608, 0.5348101265822784, 0.5547863924050633, 0.5548852848101266, 0.5535996835443038, 0.5404469936708861, 0.5430181962025317, 0.5524129746835443, 0.5556764240506329, 0.5576542721518988, 0.5624011075949367, 0.559434335443038, 0.5574564873417721, 0.557753164556962, 0.5510284810126582, 0.5613132911392406, 0.5634889240506329, 0.5569620253164557, 0.5610166139240507, 0.5600276898734177, 0.5642800632911392, 0.5590387658227848, 0.5642800632911392, 0.5610166139240507, 0.5635878164556962, 0.551621835443038, 0.5689280063291139, 0.5589398734177216, 0.5692246835443038, 0.5615110759493671, 0.5697191455696202, 0.565565664556962]"
model_relu_8,"[50.38047333061695, 50.4067124761641, 50.42986571229994, 50.422033607028425, 50.4236826505512, 50.444441027008, 50.42127350065857, 50.42594114039093, 50.44180845748633, 50.42552098631859, 50.42731833830476, 50.41789396200329, 50.42488596495241, 50.43196619581431, 50.41715552471578, 50.41953573003411, 50.40757580194622, 50.407461606897414, 50.42512736283243, 50.42359107919037, 50.41539366170764, 50.408840402029455, 50.420872933231294, 50.40751096792519, 50.42483999952674, 50.4274028185755, 50.42524409480393, 50.42780664283782, 50.41787099931389, 50.421758935786784, 50.4050997486338, 50.428158269263804, 50.42278650216758, 50.419253517873585, 50.41694501880556, 50.40298495348543, 50.40571440476924, 50.40222977101803, 50.41926291491836, 50.420222133398056, 50.41704872902483, 50.40896192472428, 50.40357977990061, 50.404479649849236, 50.41751632001251, 50.40897118952125, 50.400222902186215, 50.40508157759905, 50.40413407422602, 50.41207157354802, 50.41975680645555, 50.403577274642885, 50.404308246448636, 50.40334893763065, 50.4043648224324, 50.40489997714758, 50.40531592722982, 50.41937135439366, 50.40737819112837, 50.40574411954731, 50.410002001561224, 50.41232511494309, 50.40705564618111, 50.40201592631638, 50.409372532740235, 50.40201064571738, 50.50130082294345, 50.48367234133184, 50.51534614991397, 50.47017061058432, 50.421076220460236, 50.4868847168982, 50.465463822707534, 50.45359159633517, 50.44663274753839, 50.46790496818721, 50.425932832062244, 50.42320528998971, 50.421557642519474, 50.49180829897523, 50.48332777339965, 50.42556110583246, 50.46655744779855, 50.43354619201273, 50.42635372560471, 50.41269819997251, 50.41969651915133, 50.4210407640785, 50.50461070984602, 50.52229062374681, 50.48677333351225, 50.47979430295527, 50.41892437916249, 50.53725167643279, 50.5478052739054, 50.56376090180129, 50.517599494196475, 50.512827835045755, 50.497150206938386, 50.48553686030209]","[4.208276026694061, 3.7800558046306794, 3.5314168716635543, 3.3848345797994863, 3.278316122186763, 3.159408652873905, 3.07346629059833, 2.9870778928937205, 2.919658179173384, 2.845355385099835, 2.768641472472559, 2.7008638595376175, 2.6266566755826517, 2.5682922720604235, 2.528055448971136, 2.4514074197510625, 2.39567351676619, 2.3383373144032706, 2.2919203164937247, 2.235395462921513, 2.184215099610331, 2.148548468604417, 2.0870839720186978, 2.030455035321853, 2.006233684851995, 1.9369263109343742, 1.88808673818398, 1.866777431629503, 1.821431755409826, 1.7736841101780572, 1.7327049674890231, 1.7009141335401998, 1.6561522724683329, 1.6130774978481595, 1.5688810842421355, 1.5283819516296582, 1.4991174503360563, 1.4622691738635987, 1.4289606773030117, 1.3962973353198118, 1.3606976363665002, 1.3388887107219842, 1.302285599891487, 1.262067789616792, 1.2265829273197046, 1.1963817198258226, 1.1691424674390223, 1.1547511619375186, 1.1365744456305833, 1.1102076803936678, 1.0808070957508233, 1.0701119128395529, 1.0393910990346729, 1.0125993439913406, 0.9905527631949891, 0.980321887661429, 0.9591540895459597, 0.9423863220092891, 0.9280869916576864, 0.9132477529823323, 0.8929748085453687, 0.8817997423889082, 0.8670667855026167, 0.8626851866312344, 0.8308330298689626, 0.8278460521679705, 0.8176696208279456, 0.8105153229535388, 0.801895003184638, 0.7915459628910055, 0.7701997974949419, 0.7601334675193747, 0.7561077520518047, 0.745283781567498, 0.7426767928521042, 0.731088303010482, 0.7227688308262155, 0.7105308236063593, 0.7118359490123856, 0.7039796549188512, 0.6963124883449291, 0.6811136062187917, 0.6795969287605237, 0.6768097722774271, 0.6604624316667962, 0.6535626246648676, 0.6612277910532549, 0.6467271184982242, 0.6419833020481003, 0.6315074718516805, 0.616164820578397, 0.6313535724302082, 0.616019603236557, 0.6105559690071799, 0.591012039910192, 0.6004405232036815, 0.5914147995469515, 0.5951740360625869, 0.5908138849546233, 0.5858858510508866]","[0.06550511508951407, 0.1287324168797954, 0.16900175831202047, 0.19756633631713555, 0.21528532608695652, 0.23751998081841433, 0.2555666560102302, 0.26862212276214836, 0.28326806265984655, 0.2980658567774936, 0.3114330242966752, 0.3286564897698209, 0.3403852301790281, 0.35455962276214836, 0.36252797314578006, 0.3778492647058823, 0.3898057864450128, 0.40394021739130437, 0.41389066496163684, 0.42562739769820973, 0.43667279411764703, 0.44528053069053714, 0.4580322890025575, 0.4697770140664962, 0.47596707161125323, 0.4930386828644501, 0.5030011189258312, 0.5076007033248082, 0.5190976662404092, 0.529395780051151, 0.5391264386189258, 0.5483895460358056, 0.5590752877237851, 0.5685062340153453, 0.5800831202046036, 0.5931345907928389, 0.5967591112531969, 0.6087196291560103, 0.6163682864450127, 0.6244884910485934, 0.6345907928388747, 0.640625, 0.6492167519181585, 0.6599784207161125, 0.6691056585677749, 0.6772618286445012, 0.6854020140664961, 0.6916759910485933, 0.6927669437340153, 0.7023537404092072, 0.7115848785166241, 0.7144061700767264, 0.7216951726342711, 0.7290241368286444, 0.735350063938619, 0.7382312979539642, 0.7399616368286445, 0.7497242647058823, 0.7506074168797954, 0.7556106138107418, 0.7635110294117646, 0.7658527813299233, 0.7678548593350384, 0.7705722506393862, 0.7780730498721228, 0.7794876918158569, 0.7815217391304348, 0.7865089514066496, 0.7872002877237853, 0.7891264386189257, 0.7940257352941177, 0.796343510230179, 0.7994325447570333, 0.8032968350383632, 0.8041000639386189, 0.8064458120204604, 0.8101182864450128, 0.8120364450127878, 0.81173273657289, 0.8124960038363171, 0.8168877877237851, 0.8209558823529411, 0.8214554028132992, 0.8207400895140665, 0.823849104859335, 0.8246922953964194, 0.8250359654731458, 0.8259071291560103, 0.8306385869565218, 0.8326806265984654, 0.8367567135549873, 0.8316496163682865, 0.8361133312020461, 0.8386948529411765, 0.8427309782608695, 0.8410046355498721, 0.8423113810741688, 0.8416320332480819, 0.8442095588235294, 0.8439937659846547]","[3.711901782434198, 3.3234612217432336, 3.1188266941263705, 2.9833364788490004, 2.843628726428068, 2.766729976557478, 2.664868123923676, 2.5822193320793443, 2.5122630716879155, 2.442602000659025, 2.390207930456234, 2.350195296203034, 2.2763482377498963, 2.2551252857039246, 2.2087812091730816, 2.1561168341697017, 2.1153970594647564, 2.100673132304904, 2.084752930870539, 2.044896804833714, 2.0093999105163767, 1.9963947338393973, 1.9521183062203322, 1.9539283166957806, 1.90873939176149, 1.9160913968388038, 1.8834709427024745, 1.8672448472131657, 1.8936180676086038, 1.850704295725762, 1.8566036888315707, 1.831385638140425, 1.81747192068945, 1.8330573432053192, 1.8273040086408205, 1.8073417265203935, 1.8163174768037433, 1.8121532050869134, 1.8134220204775846, 1.7827211890039565, 1.837381337262407, 1.8169754471959947, 1.8196416052081916, 1.8173565804203855, 1.8283468982841395, 1.827696836447414, 1.8190112566646142, 1.8163105702098412, 1.8057136716721933, 1.831519858746589, 1.7938704626469673, 1.817110309117957, 1.8298297863972337, 1.8334481972682326, 1.8381922516641738, 1.8383656408213362, 1.8273294002194949, 1.8776956706107417, 1.85743803163118, 1.8361898841737192, 1.8580157047585597, 1.8228631374202198, 1.8566642992104156, 1.8280244839342334, 1.8325962009309213, 1.8735708254802077, 1.842826346807842, 1.8557356897788713, 1.8638834862769404, 1.8478175326238704, 1.8788592392885233, 1.8595328617699538, 1.9273068512542337, 1.846528925473177, 1.8856669785101203, 1.871887510335898, 1.88563642924345, 1.8586788977248758, 1.88732324370855, 1.8939229461211193, 1.8758419646492488, 1.8395395927791354, 1.897508230390428, 1.8977367983588689, 1.8847138474259195, 1.8786236681515658, 1.861776295342023, 1.87556429867503, 1.8662335125705865, 1.8992161826242375, 1.8748654700532745, 1.9229097200345389, 1.8918979922427406, 1.906383272967761, 1.8745370378977135, 1.9126192618019973, 1.8962602819068521, 1.8984448894669739, 1.86345799512501, 1.8959882289548464]","[0.13221914556962025, 0.20233386075949367, 0.23427610759493672, 0.26522943037974683, 0.2977650316455696, 0.3112143987341772, 0.3303995253164557, 0.34998022151898733, 0.36313291139240506, 0.372626582278481, 0.3842958860759494, 0.3942840189873418, 0.41327136075949367, 0.4182159810126582, 0.4243473101265823, 0.4399723101265823, 0.4495648734177215, 0.4506526898734177, 0.45361946202531644, 0.4684533227848101, 0.4825949367088608, 0.4764636075949367, 0.48605617088607594, 0.4864517405063291, 0.5009889240506329, 0.5014833860759493, 0.5107792721518988, 0.5107792721518988, 0.5091969936708861, 0.5162183544303798, 0.5216574367088608, 0.5236352848101266, 0.5271954113924051, 0.5266020569620253, 0.5257120253164557, 0.5333267405063291, 0.5355023734177216, 0.5360957278481012, 0.538370253164557, 0.5443037974683544, 0.5400514240506329, 0.5405458860759493, 0.5409414556962026, 0.5497428797468354, 0.5469738924050633, 0.5460838607594937, 0.5507318037974683, 0.5537974683544303, 0.5526107594936709, 0.5462816455696202, 0.5638844936708861, 0.5522151898734177, 0.5549841772151899, 0.5611155063291139, 0.555379746835443, 0.5569620253164557, 0.5556764240506329, 0.5575553797468354, 0.5547863924050633, 0.5590387658227848, 0.5626977848101266, 0.5684335443037974, 0.5598299050632911, 0.5653678797468354, 0.5695213607594937, 0.5619066455696202, 0.564181170886076, 0.5625, 0.5595332278481012, 0.5711036392405063, 0.5626977848101266, 0.567939082278481, 0.5625, 0.5742681962025317, 0.5659612341772152, 0.564181170886076, 0.5690268987341772, 0.575751582278481, 0.5747626582278481, 0.5666534810126582, 0.5682357594936709, 0.578817246835443, 0.5670490506329114, 0.5754549050632911, 0.5723892405063291, 0.5736748417721519, 0.5805973101265823, 0.5782238924050633, 0.577432753164557, 0.5701147151898734, 0.5816851265822784, 0.5674446202531646, 0.5780261075949367, 0.5762460443037974, 0.5778283227848101, 0.5722903481012658, 0.578817246835443, 0.5739715189873418, 0.5825751582278481, 0.5741693037974683]"
